85a18d78-3527-420d-9f9a-35e03f9ea94b,57653.68788
6f1fabd9-cf95-435f-b28e-8e711fd9e426,56916.61889
e4283150-e4b8-4653-b63c-cd3ac0cf4216,56991.64214
6f038083-8b09-4e76-884f-ccd7bd469416,56999.78387
b606c369-3540-4554-b667-9fb8b4d0b170,57292.20913
dd4e2cfa-813f-4adf-968f-03730de16888,57850.05809
bd36245a-3af2-400e-8291-ed336ebfd7a4,57978.77991
68a86ae8-6b2a-4a0d-ab03-55915629446f,58456.95412
ae2f682c-663c-4114-80fb-0b4897b492d6,58287.50219
765c3d79-000a-4d5a-aee8-9be8c371f28f,57688.80154
a61bc981-03d0-4dbb-a577-c38a36c9e3de,57284.05354
21827ad8-4ea6-43b2-bddd-7e333950741d,57235.7295
7d4b50e1-92b0-4a57-aa3a-2843ad888864,57484.5462
a85a7d7c-8ed4-4e16-bdad-2bed29eed1aa,57484.53743
ebfa9fb6-a430-4ecb-b94f-d33024ca0fa5,57062.6132
b9db3d94-4031-4515-a0f2-ad395a9f1887,57639.67847
34cfb6d6-4c12-4c61-a359-92a93c5cebf1,57709.96492
4f0558fc-a0de-4e2b-a9e8-bac7019b9f67,58087.51318
955d829f-f9ba-4e43-bade-178902910438,58568.45561
d0656d76-d19b-489d-b8bd-f81e1eee1dbb,59492.37691
f5cdb69f-31ca-418b-805b-09788ddf9a39,60019.14355
85b9c1e5-c300-4ee1-902d-03c48ec701f5,59854.82327
651c5b81-09c8-449e-b05a-28e6de051392,59764.39447
c76f05f0-7c72-4b19-a882-5423b17e1115,60316.38511
1924d390-a21e-4071-810a-8133927b1c38,60549.29483
c2cdbf43-8f45-4700-a793-cbc92436aa5f,60742.56227
6a39bd76-e685-4255-abfc-986c1a5f1fb3,61181.83736
1af830c8-8fc7-41ba-97ec-c9b34ba7d298,62147.8141
4403826d-5f31-457a-b04e-f58236faea9f,63302.30505
3bd0b902-4a34-45a7-b5c6-399d39bf2c07,63961.44002
8b746821-1129-49d0-8d70-29b004a95684,64614.58353
a3b82142-534b-4181-8e67-9d1929f04a8f,65489.92746
40cd6ebf-b8a4-408c-90de-c700bd847d7e,66762.35932
f0a88cf8-eb0f-417e-b6ae-666b883a5691,67576.56921
37c94f2c-49d7-493f-87d8-de521082e2cb,68269.62282
42d5d821-ef63-4686-b8a3-e7d1018703ce,68252.43431
bfe1addf-a9bf-4107-82d3-95ec8ed8b43e,68348.64105
1820484a-e90f-4a57-9bb4-a1827c0c291b,67739.40176
4645fe05-aadf-4b72-9d03-8cd7664b9f0a,68455.64726
09c6dd61-d9dd-4ac9-b0db-5b83f6646403,69295.75639
f59ea1d0-ec87-47bb-a64f-5d60e798314f,71221.79231
142f5b6a-dad1-4216-a69b-52e86598e521,72104.99507
2e572858-7894-4c12-9088-b88463c7bbee,72552.33267
151ad31b-6599-4d3e-84e3-d275278aae69,72653.06474
14445b4a-874d-4986-85c7-8742c582a50f,72854.15989
9d80598e-fb98-48bd-a470-d98e223b0cbf,73291.10841
1630b529-8ee7-4f22-aa53-c8866738d95e,73389.81778
44f71ab3-1e7e-4622-99b8-bb496ca012a0,72688.85546
da09282a-1917-4f57-bb4f-3f11a4ac5f82,72935.72962
f1cd09d5-2267-4ef7-90d6-30355179d4ba,73091.72273
16605f1b-b65d-48cd-8941-67376560fef6,73987.65539
864742d3-4dcc-4ba8-8813-dce2df1eed22,74514.4197
02d70123-9b1a-4dc1-a14b-eebb53010240,75414.63099
daa3f412-7f2c-4353-ade7-c3c939d66926,76720.20816
d909d820-f323-4305-b3ba-4b14194ee0ed,78022.72305
b516b032-32d2-4d52-bee6-6c60643d6bcc,79396.21809
097f0af4-2738-4b31-987d-e6e8d16f5ef2,80931.91804
b3b9ec1c-3a98-4c5f-95ef-06b29e33ffb0,81824.52696
64b3c898-8f45-43c9-9d75-536487788f0b,82990.23307
a9eb405b-a91b-4864-bd0d-e0e56a76b494,84329.06516
7fbc1148-d30f-4fab-8173-829b99448749,85640.00301
3dc7d7f4-19ac-4f46-94a1-d04d0af589e3,86916.03979
7efa7b0d-1847-4f67-ac35-fb730fb0b0e8,87899.94299
d1b4a2d5-9c72-451d-85e3-4e3440535930,90055.99245
7e698981-4eb5-4108-b5f6-8248470de5bd,91754.69811
7ff5d3e1-4cc2-45b8-ab85-eb41ff7e1d52,93448.31134
2eb5d610-cd9a-4fb7-b767-2d5056fd4d8b,94469.08337
9c6474a0-250f-462e-b7d8-1011e626ee17,95769.3193
803eef95-8786-4a5a-8c0d-92e89ca96234,96740.8096
025fdda0-b0db-4a66-bc26-3d917e0d7a78,97675.19619
312536d1-c532-48ab-b0be-a723515fa9ea,97778.61593
b0820332-bb09-41c4-902d-e312085de66c,97255.16722
6b692564-08e5-400b-bfce-ce9c891bde3b,97210.28624
1c1f2863-3e48-41de-8445-b4ef297a26a7,97744.45142
6988bef9-b1d3-4fb7-bad4-2b8e7a366492,98968.73544
3cbadaee-b644-4f78-af38-c01f5358a844,100557.0765
cec703b2-96bb-47d0-b673-886ab784003f,102334.4546
35aa0dfd-43a5-4dea-8981-3e58765e6192,104494.1118
333767dd-4299-41c4-9e4f-6d45fbc467fd,105924.6066
87e04be7-f181-43d9-830b-9cd546e52cee,107891.6896
8b703391-7187-4cb1-8a97-ed5fe9cceb62,109053.0169
49087ef7-81ec-412a-8490-de5f00d19c75,110430.7851
d66e73fd-4883-4aec-94cc-b8026d3328ac,110920.1847
0c936a45-40ce-4b8c-ae3f-1524eaae1bb3,112164.9075
fcdab91c-f294-4ceb-8062-a438bb3b3d66,113389.1282
cf0afc57-2cc2-4ded-bd54-d5aa7afa3b6b,114253.1012
f3550bf9-3264-40b5-b9a5-7265a79d776b,115359.8582
1bd6b65e-3102-4b3d-8af5-6f0030db87e3,116225.8172
9445e96e-1f38-41d4-9007-aa086db7add2,119299.3549
e2b5898b-672d-47f3-bd4c-13f187826a44,121887.9969
c896b2bb-4a68-4478-92ef-c7bdef10f4e7,126048.5834
bce77cd7-9e4a-45c5-b65f-4fc1097ec056,129063.9371
10a616d6-dde3-4796-b112-7b7d25b78318,132547.6191
313e90c7-2170-4b2f-b04a-c2e0d63b91ad,134785.5403
57380d75-ca86-4b4d-8c8d-74995318ddfd,137426.5543
6c879493-c542-4c22-964f-d2b84dfdd06f,139811.4294
06d37c80-3e64-485a-88ad-1e5990eb4eea,142448.5246
03d1e8a2-8119-4847-a939-0c3b83acd44b,143847.3355
b7259d66-bbfa-421f-8dcb-1c1ed57da815,145128.5706
11f12881-ce11-43f1-b92b-9fec2a5e4ec5,146307.2005
196eb4a1-e95f-40ac-ad47-00ebb7a36818,148413.8106
33289e7d-0954-47ab-a1e4-71b32c0c397f,150485.2137
